Exomiser_version,PhenotypeScore,Rank,CombinedScore
exomiser_11,0.51721567,Diagnosed,0.781065
exomiser_11,0.50080854,Diagnosed,0.750511
exomiser_11,0.50002134,NA,0.73494375
exomiser_11,0.0,Medium,0.016233366
exomiser_11,0.5000427,Medium,0.7490174
exomiser_11,0.5000053,Diagnosed,0.71818316
exomiser_11,0.5000053,Diagnosed,0.71818316
exomiser_11,0.50000304,NA,0.6750039
exomiser_11,0.50000304,NA,0.6750039
exomiser_11,0.0,Medium,0.016232194
exomiser_11,0.50001913,High,0.74356824
exomiser_11,0.50001913,High,0.74356824
exomiser_11,0.0,Medium,0.006370331
exomiser_11,0.0,Medium,0.006370331
exomiser_11,0.5000019,Medium,0.013070548
exomiser_11,0.5000063,NA,0.74894637
exomiser_11,0.5035596,Medium,0.36659777
exomiser_11,0.50001013,Medium,0.6981151
exomiser_11,0.50000525,Medium,0.7445481
exomiser_11,0.50000525,Medium,0.7445481
exomiser_11,0.5000004,Low,0.24936704
exomiser_11,0.333428,Low,0.081455864
exomiser_11,0.333428,Low,0.081455864
exomiser_11,0.5000911,Medium,0.66962755
exomiser_11,0.4095005,Low,0.20023344
exomiser_11,0.4095005,Low,0.20023344
exomiser_11,0.0,Medium,0.0034560855
exomiser_11,0.0,Medium,0.0034560855
exomiser_11,0.5000002,Medium,0.7451909
exomiser_11,0.0,Medium,0.016087353
exomiser_11,0.5000001,Medium,0.73741907
exomiser_11,0.5000001,Medium,0.73741907
exomiser_11,0.0,Medium,7.013679E-4
exomiser_11,0.5,Medium,3.062278E-4
exomiser_11,0.5000001,High,3.0622818E-4
exomiser_11,0.500126,Medium,0.72608614
exomiser_11,0.5003602,High,0.7416713
exomiser_11,0.50007236,Medium,0.7490754
exomiser_11,0.5000005,Medium,0.7243661
exomiser_11,0.50000006,Medium,0.71535575
exomiser_11,0.5000008,Medium,0.7489355
exomiser_11,0.5000221,Medium,3.0629817E-4
exomiser_11,0.72290844,Medium,0.96801436
exomiser_11,0.5000295,Low,0.5842316
exomiser_11,0.5000001,Medium,0.7430455
exomiser_11,0.5000008,High,0.7489355
exomiser_11,0.50000024,Medium,0.7480466
exomiser_11,0.53717685,NA,0.52542776
exomiser_11,0.5000416,Medium,0.7454677
exomiser_11,0.5000714,Medium,0.74907357
exomiser_11,0.0,Medium,0.012978235
exomiser_11,0.50000006,Low,0.7483703
exomiser_11,0.50000715,Medium,0.74473345
exomiser_11,0.53891236,High,0.8029865
exomiser_11,0.31450164,Low,0.30254045
exomiser_11,0.5004807,Medium,0.7138702
exomiser_11,0.5485601,Medium,0.60180265
exomiser_11,0.50080675,Diagnosed,0.7505075
exomiser_11,0.5000004,Medium,0.74813265
exomiser_11,0.5016969,Medium,0.75223595
exomiser_11,0.5000475,Medium,0.70666975
exomiser_11,0.50000733,NA,0.7374907
exomiser_11,0.5734149,Medium,0.79482025
exomiser_11,0.0,Medium,3.6925072E-4
exomiser_11,0.50259036,Medium,0.7516465
exomiser_11,0.50033414,Medium,0.74369305
exomiser_11,0.5,Medium,0.7461542
exomiser_11,0.5000423,Medium,0.74868333
exomiser_11,0.5000049,Low,0.7312842
exomiser_11,0.5000162,High,0.7449301
exomiser_11,0.5300371,High,0.8011158
exomiser_11,0.5444016,High,0.82555676
exomiser_11,0.0,Medium,0.016233366
exomiser_11,0.0,Medium,0.016208522
exomiser_11,0.0,Low,0.012485165
exomiser_11,0.5000594,Medium,0.3227816
exomiser_11,0.50003076,Medium,0.7472636
exomiser_11,0.0,Medium,0.016233366
exomiser_11,0.50403076,Medium,0.74614316
exomiser_11,0.50049955,Medium,0.7498746
exomiser_11,0.0,Medium,0.015478965
exomiser_11,0.0,Medium,0.015401252
exomiser_11,0.50017816,Medium,0.74928206
exomiser_11,0.5000025,NA,0.7489389
exomiser_11,0.0,Medium,0.008548123
exomiser_11,0.5001153,Medium,0.6997632
exomiser_11,0.50211936,Medium,0.7473425
exomiser_11,0.0,Medium,0.013782085
exomiser_11,0.50193083,High,0.75172144
exomiser_11,0.50001293,NA,0.7483711
exomiser_11,0.5,Medium,0.7464293
exomiser_11,0.5000003,Medium,0.74859077
exomiser_11,0.50671524,High,0.7618296
exomiser_11,0.0,High,0.016233366
exomiser_11,0.50016963,Low,0.74926543
exomiser_11,0.5681609,Medium,0.8583234
exomiser_11,0.5000668,Medium,0.7173147
exomiser_11,0.0,Medium,0.0
exomiser_11,0.21958157,Medium,1.660671E-5
exomiser_11,0.74065226,High,0.89853525
exomiser_11,0.54604775,High,0.7871852
exomiser_11,0.50001943,Medium,0.72219586
exomiser_11,0.500012,Medium,0.7489574
exomiser_11,0.6503081,Medium,0.9279022
exomiser_11,0.5000299,Medium,0.71712404
exomiser_11,0.5716227,High,0.8521187
exomiser_11,0.51575536,High,0.0098033985
exomiser_10,ExGeneSPheno,VACRank,ExGeneSCombi
exomiser_10,0.50000286,Low,0.7489396
exomiser_10,0.50003374,Diagnosed,0.74899995
exomiser_10,0.5810888,Medium,0.87388235
exomiser_10,0.5003516,High,0.73043776
exomiser_10,0.5000728,Medium,0.7490762
exomiser_10,0.50011456,Medium,0.7448354
exomiser_10,0.50011456,Medium,0.7448354
exomiser_10,0.5002521,Medium,0.73893744
exomiser_10,0.5001212,Medium,0.5491154
exomiser_10,0.5001212,Medium,0.5491154
exomiser_10,0.50060785,Medium,0.74818534
exomiser_10,0.50060785,Medium,0.74818534
exomiser_10,0.50002754,Medium,0.72279114
exomiser_10,0.50002754,Medium,0.72279114
exomiser_10,0.50000054,NA,0.74893504
exomiser_10,0.6112383,High,0.8875685
exomiser_10,0.6197523,Low,0.8999278
exomiser_10,0.6197523,Low,0.8999278
exomiser_10,0.6112383,High,0.8875685
exomiser_10,0.5000429,Medium,0.6830826
exomiser_10,0.0,Low,0.014613664
exomiser_10,0.0,Low,0.014613664
exomiser_10,0.0,NA,0.016233366
exomiser_10,0.5000291,Medium,0.7489322
exomiser_10,0.5000179,Medium,0.71161073
exomiser_10,0.5000179,Medium,0.71161073
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.0,Medium,0.016003402
exomiser_10,0.50000113,High,0.74715936
exomiser_10,0.3763595,Medium,0.10557472
exomiser_10,0.3763595,Medium,0.10557472
exomiser_10,0.5000164,Medium,0.67282134
exomiser_10,0.5000164,Medium,0.67282134
exomiser_10,0.0,Low,0.016233366
exomiser_10,0.0,Medium,0.0041442057
exomiser_10,0.4969882,Medium,2.967923E-4
exomiser_10,0.0,Medium,0.014888683
exomiser_10,0.0,Medium,0.014888683
exomiser_10,0.51818776,Medium,0.6886963
exomiser_10,0.5213994,High,0.77593863
exomiser_10,0.50005466,Diagnosed,0.7490408
exomiser_10,0.50005466,Diagnosed,0.7490408
exomiser_10,0.500013,Medium,0.7489594
exomiser_10,0.0,Medium,4.0448987E-4
exomiser_10,0.0,NA,4.0448987E-4
exomiser_10,0.0,Medium,4.0448987E-4
exomiser_10,0.0,NA,4.0448987E-4
exomiser_10,0.5000296,High,0.7458442
exomiser_10,0.5000296,High,0.7458442
exomiser_10,0.50688463,Low,0.75679696
exomiser_10,0.50688463,Medium,0.75679696
exomiser_10,0.5000113,NA,0.74895614
exomiser_10,0.5333086,High,0.7130832
exomiser_10,0.5333086,High,0.7130832
exomiser_10,0.27317032,Medium,0.009053626
exomiser_10,0.23688185,Medium,0.082991906
exomiser_10,0.23688185,Medium,0.082991906
exomiser_10,0.0,Medium,1.694485E-6
exomiser_10,0.5000083,Medium,0.7181894
exomiser_10,0.5000083,Medium,0.7181894
exomiser_10,0.5000083,Medium,0.7181894
exomiser_10,0.50001043,Medium,0.6223408
exomiser_10,0.50001043,Medium,0.6223408
exomiser_10,0.24831988,NA,0.17899717
exomiser_10,0.24831988,NA,0.17899717
exomiser_10,0.50000054,Medium,0.74665225
exomiser_10,0.50008047,NA,0.7490912
exomiser_10,0.5215052,High,0.7857929
exomiser_10,0.5000001,High,0.12618825
exomiser_10,0.5000001,High,0.12618825
exomiser_10,0.5001347,High,0.7491972
exomiser_10,0.5001347,High,0.7491972
exomiser_10,0.5001977,NA,0.55418
exomiser_10,0.5001977,NA,0.55418
exomiser_10,0.5000986,Medium,0.5866349
exomiser_10,0.50000036,Medium,0.7222714
exomiser_10,0.50000036,Medium,0.7222714
exomiser_10,0.50000036,NA,0.7489347
exomiser_10,0.5039445,Medium,0.7531659
exomiser_10,0.5000076,NA,0.74894893
exomiser_10,0.50002617,Medium,0.7162616
exomiser_10,0.50002617,Medium,0.7162616
exomiser_10,0.50000024,Medium,0.68056095
exomiser_10,0.30583668,Medium,0.28312016
exomiser_10,0.30583668,Medium,0.28312016
exomiser_10,0.0,Medium,1.694485E-6
exomiser_10,0.0,Low,0.016087353
exomiser_10,0.293635,NA,0.2588167
exomiser_10,0.0,Low,0.016087353
exomiser_10,0.293635,NA,0.2588167
exomiser_10,0.6408328,Medium,0.85520434
exomiser_10,0.6408328,Medium,0.85520434
exomiser_10,0.576021,Diagnosed,0.8663003
exomiser_10,0.43767098,Medium,0.58962154
exomiser_10,0.43767098,Medium,0.58962154
exomiser_10,0.50000185,NA,0.6708304
exomiser_10,0.50000185,NA,0.6708304
exomiser_10,0.50000006,NA,0.6975977
exomiser_10,0.50000006,NA,0.6975977
exomiser_10,0.50002813,Medium,0.74486506
exomiser_10,0.50002813,Medium,0.74486506
exomiser_10,0.50009686,High,0.7491233
exomiser_10,0.47354576,Medium,0.6810545
exomiser_10,0.47354576,Low,0.6810545
exomiser_10,0.0,Medium,0.007950731
exomiser_10,0.0,Medium,0.007950731
exomiser_10,0.0,Medium,0.001370599
exomiser_10,0.5000647,NA,0.72232366
exomiser_10,0.50955063,Medium,0.7671359
exomiser_10,0.50006944,Low,0.7490697
exomiser_10,0.50004196,Medium,0.749016
exomiser_10,0.5003208,Diagnosed,0.43013465
exomiser_10,0.50004077,Medium,0.357032
exomiser_10,0.0,Medium,1.694485E-6
exomiser_10,0.50000167,Medium,0.015271885
exomiser_10,0.50000167,Medium,0.015271885
exomiser_10,0.6453876,High,0.93112934
exomiser_10,0.2254827,Medium,0.14600582
exomiser_10,0.2254827,Medium,0.14600582
exomiser_10,0.50000006,Diagnosed,0.7458175
exomiser_10,0.50000006,Diagnosed,0.7458175
exomiser_10,0.511825,Diagnosed,0.77133244
exomiser_10,0.5512543,High,0.8355757
exomiser_10,0.6181613,High,0.9071245
exomiser_10,0.50000334,Low,3.0623842E-4
exomiser_10,0.33937234,Medium,0.35620126
exomiser_10,0.33937234,Medium,0.35620126
exomiser_10,0.50001365,NA,0.7181197
exomiser_10,0.50001365,NA,0.7181197
exomiser_10,0.0,Medium,0.012710192
exomiser_10,0.0,Medium,0.012710192
exomiser_10,0.5000607,High,0.7490526
exomiser_10,0.5000607,High,0.7490526
exomiser_10,0.50010353,Medium,0.742294
exomiser_10,0.15339835,Medium,0.068425044
exomiser_10,0.6482068,Medium,0.90770036
exomiser_10,0.6482068,Medium,0.90770036
exomiser_10,0.5300216,Medium,0.8009512
exomiser_10,0.5300216,Medium,0.8009512
exomiser_10,0.5000001,Medium,0.6900231
exomiser_10,0.5000001,Medium,0.6900231
exomiser_10,0.50024426,Medium,0.7488689
exomiser_10,0.50024426,Medium,0.7488689
exomiser_10,0.0,Medium,0.005011111
exomiser_10,0.0,Medium,0.005011111
exomiser_10,0.0,Medium,1.694485E-6
exomiser_10,0.5000401,Medium,0.7455437
exomiser_10,0.5000401,Medium,0.7455437
exomiser_10,0.5032243,Medium,0.7551832
exomiser_10,0.5032243,Medium,0.7551832
exomiser_10,0.50000644,Medium,0.7489466
exomiser_10,0.0,Medium,0.015984526
exomiser_10,0.0,Medium,0.015984526
exomiser_10,0.50009453,High,0.74911875
exomiser_10,0.50270414,Medium,0.7530614
exomiser_10,0.50270414,Medium,0.7530614
exomiser_10,0.0,Medium,0.015890392
exomiser_10,0.0,Medium,0.015890392
exomiser_10,0.17932743,Medium,0.09618952
exomiser_10,0.0,Low,0.015657015
exomiser_10,0.0,Medium,0.016003402
exomiser_10,0.54244673,Medium,0.8226124
exomiser_10,0.5000129,Medium,0.4483818
exomiser_10,0.5580393,Medium,0.3218281
exomiser_10,0.60258734,Low,0.68604827
exomiser_10,0.5580393,Medium,0.3218281
exomiser_10,0.5040744,Low,0.72017735
exomiser_10,0.5040744,Low,0.72017735
exomiser_10,0.2232135,Medium,0.1386833
exomiser_10,0.2232135,Medium,0.1386833
exomiser_10,0.50038123,Low,0.74756825
exomiser_10,0.50038123,Low,0.74756825
exomiser_10,0.0,Medium,0.0035011997
exomiser_10,0.5000006,Medium,0.7337837
exomiser_10,0.5000006,Medium,0.7337837
exomiser_10,0.5000336,Medium,0.7465941
exomiser_10,0.5000001,Medium,0.743476
exomiser_10,0.5000001,Medium,0.743476
exomiser_10,0.500001,Medium,0.06111577
exomiser_10,0.500001,Medium,0.06111577
exomiser_10,0.57050735,NA,0.8612635
exomiser_10,0.50021446,Medium,0.6462031
exomiser_10,0.50000244,High,0.7489388
exomiser_10,0.50009906,Medium,0.65315986
exomiser_10,0.6281865,Diagnosed,0.91874164
exomiser_10,0.6281865,Diagnosed,0.91874164
exomiser_10,0.510097,NA,0.49658322
exomiser_10,0.510097,NA,0.49658322
exomiser_10,0.50208473,Medium,0.7529866
exomiser_10,0.50208473,Medium,0.7529866
exomiser_10,0.5000294,Medium,0.74899143
exomiser_10,0.50980973,Diagnosed,0.7676167
exomiser_10,0.0,Medium,0.014058382
exomiser_10,0.0,Medium,0.00375938
exomiser_10,0.5000357,Medium,0.74900377
exomiser_10,0.7861561,Diagnosed,0.98316616
exomiser_10,0.5002489,High,0.54533404
exomiser_10,0.27768514,Medium,0.22830287
exomiser_10,0.0,Medium,0.015969293
exomiser_10,0.0,Medium,0.015969293
exomiser_10,0.5000935,Diagnosed,0.7491167
exomiser_10,0.5000935,Diagnosed,0.7491167
exomiser_10,0.0,Medium,0.015969224
exomiser_10,0.0,Medium,0.015969224
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.5008154,Low,0.5136466
exomiser_10,0.5008154,Low,0.5136466
exomiser_10,0.5000019,Medium,0.7462013
exomiser_10,0.5000019,Medium,0.7462013
exomiser_10,0.50000286,Low,0.7489396
exomiser_10,0.500081,Medium,0.7490923
exomiser_10,0.5000059,NA,0.74624115
exomiser_10,0.50012904,Medium,0.7305496
exomiser_10,0.50012904,Medium,0.7305496
exomiser_10,0.5090646,Low,0.76623225
exomiser_10,0.60775745,High,0.9014127
exomiser_10,0.5000252,Medium,0.74898326
exomiser_10,0.5000535,Medium,0.7462995
exomiser_10,0.0,Medium,1.08565364E-4
exomiser_10,0.0,Medium,1.08565364E-4
exomiser_10,0.6437951,High,0.8836225
exomiser_10,0.6437951,High,0.8836225
exomiser_10,0.28028342,Medium,0.22498822
exomiser_10,0.5000009,Medium,3.0623065E-4
exomiser_10,0.5813809,Diagnosed,0.87422574
exomiser_10,0.50013375,Medium,0.74919534
exomiser_10,0.50013375,Medium,0.74919534
exomiser_10,0.50000006,Low,0.69743043
exomiser_10,0.50000006,Low,0.69743043
exomiser_10,0.0,NA,0.016233366
exomiser_10,0.5000132,High,0.3047705
exomiser_10,0.5000132,High,0.3047705
exomiser_10,0.50283295,Medium,0.7544303
exomiser_10,0.0,Medium,0.015871989
exomiser_10,0.0,Medium,0.015871989
exomiser_10,0.0,NA,0.016105099
exomiser_10,0.50000036,NA,0.74525374
exomiser_10,0.50000036,NA,0.74525374
exomiser_10,0.5007231,Medium,0.7503447
exomiser_10,0.5007231,Medium,0.7503447
exomiser_10,0.50000024,Low,0.7484679
exomiser_10,0.50000024,Low,0.7484679
exomiser_10,0.5000052,Medium,0.71810186
exomiser_10,0.0,Low,4.6402263E-4
exomiser_10,0.0,Low,4.6402263E-4
exomiser_10,0.5000033,Medium,0.7489404
exomiser_10,0.5000033,Medium,0.7489404
exomiser_10,0.50003195,Medium,0.74899644
exomiser_10,0.3172195,Medium,0.16613936
exomiser_10,0.3172195,Medium,0.16613936
exomiser_10,0.5179956,Medium,0.7232253
exomiser_10,0.50715405,Medium,0.3620056
exomiser_10,0.50715405,Medium,0.3620056
exomiser_10,0.5179956,Medium,0.7232253
exomiser_10,0.5000044,NA,0.7489426
exomiser_10,0.5000044,NA,0.7489426
exomiser_10,0.50000113,High,0.74751025
exomiser_10,0.50000113,High,0.74751025
exomiser_10,0.5001893,Low,0.67861676
exomiser_10,0.5001893,Low,0.67861676
exomiser_10,0.5000001,Medium,0.4814369
exomiser_10,0.5000001,Medium,0.4814369
exomiser_10,0.5003023,Medium,0.2293201
exomiser_10,0.5000119,NA,0.3525726
exomiser_10,0.5000782,Medium,0.7400266
exomiser_10,0.5000782,Medium,0.7400266
exomiser_10,0.35999537,Medium,0.11150054
exomiser_10,0.35999537,Medium,0.11150054
exomiser_10,0.5000052,Medium,0.7082897
exomiser_10,0.5000052,Medium,0.7082897
exomiser_10,0.50000054,Medium,0.74428046
exomiser_10,0.50000054,Medium,0.74428046
exomiser_10,0.5008469,Diagnosed,0.7505857
exomiser_10,0.5000547,High,0.7490409
exomiser_10,0.50001657,Medium,3.0628053E-4
exomiser_10,0.5000016,Medium,0.74893713
exomiser_10,0.6312102,High,0.91936064
exomiser_10,0.6312102,High,0.91936064
exomiser_10,0.50434136,Medium,0.63042814
exomiser_10,0.50434136,Medium,0.63042814
exomiser_10,0.5127352,Medium,0.7406998
exomiser_10,0.5127352,Medium,0.7406998
exomiser_10,0.5000014,Medium,0.5918942
exomiser_10,0.5000014,Medium,0.5918942
exomiser_10,0.50030077,Medium,0.6695243
exomiser_10,0.50813407,High,0.76283777
exomiser_10,0.50813407,High,0.76283777
exomiser_10,0.5000001,Low,0.7489342
exomiser_10,0.0,Low,0.016232928
exomiser_10,0.0,Low,0.016232928
exomiser_10,0.0,Medium,0.016225884
exomiser_10,0.50019884,Medium,0.7493138
exomiser_10,0.5000016,High,0.7387703
exomiser_10,0.5000016,High,0.7387703
exomiser_10,0.0,Low,0.0041442057
exomiser_10,0.0,Low,0.0041442057
exomiser_10,0.19234896,Medium,0.10861159
exomiser_10,0.51135993,Diagnosed,0.75620407
exomiser_10,0.50000256,High,0.74893904
exomiser_10,0.50006276,Medium,0.0076398724
exomiser_10,0.50004965,High,0.749031
exomiser_10,0.50016516,Medium,0.58742183
exomiser_10,0.50016516,Medium,0.58742183
exomiser_10,0.5033802,Medium,0.6884879
exomiser_10,0.5033802,Medium,0.6884879
exomiser_10,0.50001365,Medium,0.74492985
exomiser_10,0.50001365,Medium,0.74492985
exomiser_10,0.5007344,High,0.7503666
exomiser_10,0.5000359,Diagnosed,0.7479443
exomiser_10,0.5023311,Medium,0.75346255
exomiser_10,0.50057477,NA,3.0806224E-4
exomiser_10,0.27844387,High,0.22969532
exomiser_10,0.5000487,Medium,3.063828E-4
exomiser_10,0.50059277,Medium,0.7500908
exomiser_10,0.0,Medium,0.015280067
exomiser_10,0.0,Medium,0.015280067
exomiser_10,0.0,NA,0.013348021
exomiser_10,0.0,NA,0.013348021
exomiser_10,0.5000011,High,0.7489361
exomiser_10,0.5000257,Medium,0.5994978
exomiser_10,0.5000257,Medium,0.5994978
exomiser_10,0.5235812,Medium,0.7921691
exomiser_10,0.5221146,Medium,0.6764305
exomiser_10,0.0,Medium,0.016005505
exomiser_10,0.5221146,Medium,0.6764305
exomiser_10,0.0,Medium,0.009093821
exomiser_10,0.0,Medium,0.009093821
exomiser_10,0.50001115,Diagnosed,0.7489558
exomiser_10,0.50000215,Diagnosed,0.7489382
exomiser_10,0.50002044,Medium,0.72643274
exomiser_10,0.50002044,Medium,0.72643274
exomiser_10,0.5393713,High,0.023309067
exomiser_10,0.50392973,Medium,0.7534525
exomiser_10,0.50392973,Medium,0.7534525
exomiser_10,0.5013513,Medium,3.105581E-4
exomiser_10,0.50003874,Medium,3.063511E-4
exomiser_10,0.50004494,NA,0.7490218
exomiser_10,0.50000054,NA,0.07116423
exomiser_10,0.50000054,NA,0.07116423
exomiser_10,0.50631666,High,0.4888805
exomiser_10,0.5000114,Medium,0.7475152
exomiser_10,0.5000791,Low,0.74907994
exomiser_10,0.50000054,Medium,0.7481364
exomiser_10,0.53819674,Medium,0.81607395
exomiser_10,0.69917965,Diagnosed,0.95943
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.50006217,Medium,0.65780705
exomiser_10,0.50006217,Medium,0.65780705
exomiser_10,0.5791455,High,0.6463005
exomiser_10,0.3172193,NA,4.581785E-5
exomiser_10,0.50000024,Medium,0.74893445
exomiser_10,0.50000054,Medium,0.61658466
exomiser_10,0.50000054,Medium,0.61658466
exomiser_10,0.50010157,High,0.74871355
exomiser_10,0.5000002,Medium,0.6585529
exomiser_10,0.5000002,Medium,0.6585529
exomiser_10,0.50132406,Medium,0.751513
exomiser_10,0.50132406,Medium,0.751513
exomiser_10,0.50000656,High,0.7489468
exomiser_10,0.5000026,NA,0.7489391
exomiser_10,0.5022393,Medium,0.725805
exomiser_10,0.5022393,Medium,0.725805
exomiser_10,0.50035334,Medium,0.74534285
exomiser_10,0.50001913,Medium,0.7472408
exomiser_10,0.50383013,Medium,0.75494385
exomiser_10,0.50000304,Medium,0.74893993
exomiser_10,0.0,Medium,0.006442867
exomiser_10,0.0,Medium,0.006442867
exomiser_10,0.5003917,High,0.7496988
exomiser_10,0.5003917,High,0.7496988
exomiser_10,0.29638627,High,0.26421896
exomiser_10,0.29638627,High,0.26421896
exomiser_10,0.0,NA,0.0011149014
exomiser_10,0.0,High,0.015810253
exomiser_10,0.0,High,0.015810253
exomiser_10,0.50005126,Medium,0.10764517
exomiser_10,0.5000565,Low,0.7490444
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.37547657,NA,0.4498133
exomiser_10,0.50000453,Medium,0.7015513
exomiser_10,0.50000453,Medium,0.7015513
exomiser_10,0.50004536,Medium,0.74902266
exomiser_10,0.50004536,Medium,0.74902266
exomiser_10,0.50000006,Medium,0.73924476
exomiser_10,0.50000006,Medium,0.73924476
exomiser_10,0.5000546,NA,0.7490407
exomiser_10,0.5447166,High,0.8193312
exomiser_10,0.5000708,Medium,0.63734055
exomiser_10,0.5000708,Medium,0.63734055
exomiser_10,0.5003037,Diagnosed,0.7495271
exomiser_10,0.53838676,High,0.81637025
exomiser_10,0.5037663,High,0.75622326
exomiser_10,0.5037663,High,0.75622326
exomiser_10,0.5000309,Medium,0.74899435
exomiser_10,0.500005,Medium,0.6711484
exomiser_10,0.50000274,Diagnosed,0.74893934
exomiser_10,0.0,Medium,0.004839387
exomiser_10,0.0,Medium,0.004839387
exomiser_10,0.2204357,Medium,0.14027606
exomiser_10,0.5000012,Medium,0.74893636
exomiser_10,0.5000012,Medium,0.74893636
exomiser_10,0.5000012,Medium,0.74893636
exomiser_10,0.50017154,Medium,0.057830084
exomiser_10,0.50017154,Medium,0.057830084
exomiser_10,0.5052686,Medium,0.7524221
exomiser_10,0.5052686,Medium,0.7524221
exomiser_10,0.50196964,Medium,0.73566335
exomiser_10,0.50196964,Medium,0.73566335
exomiser_10,0.0,Medium,0.006218284
exomiser_10,0.0,Medium,0.006218284
exomiser_10,0.60269696,Diagnosed,0.895292
exomiser_10,0.50013673,High,0.7492011
exomiser_10,0.5000486,Medium,0.7022663
exomiser_10,0.5000486,Medium,0.7022663
exomiser_10,0.0,Medium,0.0037668848
exomiser_10,0.5000054,High,0.7489446
exomiser_10,0.5000022,NA,0.74823624
exomiser_10,0.0,High,0.015929215
exomiser_10,0.50002074,Medium,0.74897456
exomiser_10,0.50002074,Medium,0.74897456
exomiser_10,0.5000002,Medium,0.74736744
exomiser_10,0.5000002,Medium,0.74736744
exomiser_10,0.5000091,Low,0.7489518
exomiser_10,0.3320579,Medium,0.34237215
exomiser_10,0.50000054,Medium,0.7484408
exomiser_10,0.51778394,Low,0.78207344
exomiser_10,0.35163686,NA,0.38954452
exomiser_10,0.50000364,Medium,0.7481798
exomiser_10,0.5000138,Low,0.74896103
exomiser_10,0.0,Medium,0.0019900985
exomiser_10,0.0,Medium,0.0019900985
exomiser_10,0.50000036,Medium,0.7489347
exomiser_10,0.5000774,Medium,0.74751985
exomiser_10,0.5000774,Medium,0.74751985
exomiser_10,0.5000123,Medium,0.748958
exomiser_10,0.5000123,Medium,0.748958
exomiser_10,0.50000095,High,0.51967293
exomiser_10,0.50000095,High,0.51967293
exomiser_10,0.50391513,High,0.75650835
exomiser_10,0.50391513,Medium,0.75650835
exomiser_10,0.5112922,Low,0.7560743
exomiser_10,0.5112922,Medium,0.7560743
exomiser_10,0.5393921,Low,0.8096304
exomiser_10,0.5016961,Medium,0.7520266
exomiser_10,0.5016961,Medium,0.7520266
exomiser_10,0.50040984,Medium,0.0013600978
exomiser_10,0.5004596,Medium,0.5127985
exomiser_10,0.5004596,Medium,0.5127985
exomiser_10,0.0,Medium,0.014088141
exomiser_10,0.0,Medium,0.014088141
exomiser_10,0.5000012,Medium,0.717822
exomiser_10,0.5000012,Medium,0.717822
exomiser_10,0.6128577,Medium,0.9044515
exomiser_10,0.6128577,Medium,0.9044515
exomiser_10,0.5007727,High,0.0022089363
exomiser_10,0.0,High,0.016231747
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.500001,Low,0.5682612
exomiser_10,0.500001,Low,0.5682612
exomiser_10,0.5000267,NA,0.7489862
exomiser_10,0.5000032,Medium,0.74704146
exomiser_10,0.5000004,Medium,0.26496512
exomiser_10,0.5000004,Medium,0.26496512
exomiser_10,0.5000032,Medium,0.74704146
exomiser_10,0.50002843,Medium,0.64729166
exomiser_10,0.50002843,Medium,0.64729166
exomiser_10,0.5000948,Low,0.7429267
exomiser_10,0.5000948,Low,0.7429267
exomiser_10,0.5002086,Medium,0.6333914
exomiser_10,0.5002086,Medium,0.6333914
exomiser_10,0.50000006,NA,3.06228E-4
exomiser_10,0.3958726,Medium,0.020848611
exomiser_10,0.3958726,Medium,0.020848611
exomiser_10,0.501083,Medium,0.51434153
exomiser_10,0.501083,Medium,0.51434153
exomiser_10,0.5000006,Medium,0.7473689
exomiser_10,0.50000006,Medium,0.7489151
exomiser_10,0.5000122,Medium,0.7489579
exomiser_10,0.5000071,Low,0.37953055
exomiser_10,0.5000071,Low,0.37953055
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.5000177,Diagnosed,0.7489686
exomiser_10,0.5000568,High,0.5586396
exomiser_10,0.5000568,High,0.5586396
exomiser_10,0.5555593,Diagnosed,0.84163535
exomiser_10,0.5555593,Diagnosed,0.84163535
exomiser_10,0.5000117,Medium,0.74895686
exomiser_10,0.0,Medium,0.015627347
exomiser_10,0.50000036,Medium,0.7489347
exomiser_10,0.50000036,Medium,0.7489347
exomiser_10,0.50003403,Medium,0.7490005
exomiser_10,0.0,Medium,0.01617875
exomiser_10,0.0,Medium,0.01617875
exomiser_10,0.50000024,Medium,0.47087133
exomiser_10,0.50000024,Medium,0.47087133
exomiser_10,0.50012386,NA,0.73137337
exomiser_10,0.50012386,NA,0.73137337
exomiser_10,0.50012386,NA,0.73137337
exomiser_10,0.50012386,NA,0.73137337
exomiser_10,0.5000572,Medium,0.7490458
exomiser_10,0.5001366,Medium,0.7413444
exomiser_10,0.5001366,Medium,0.7413444
exomiser_10,0.0,Medium,0.015871989
exomiser_10,0.0,Medium,0.015871989
exomiser_10,0.0,Medium,0.015783088
exomiser_10,0.18883567,Medium,0.10513141
exomiser_10,0.72627217,High,0.9689663
exomiser_10,0.6673761,High,0.94441897
exomiser_10,0.6673761,High,0.94441897
exomiser_10,0.20660684,Medium,0.0662006
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.0,Medium,0.016233366
exomiser_10,0.5000008,Medium,0.7489355
exomiser_10,0.0,Medium,0.013630322
exomiser_10,0.0,NA,0.015733846
